Customer ID,Age,Gender,Income,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,NumWebVisitsMonth,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
764,61,Male,31626,Sweater,Clothing,50,North Carolina,M,Brown,Spring,7,2.9,Yes,2-Day Shipping,Yes,Yes,6,Credit Card,Monthly
765,55,Male,75127,Skirt,Clothing,39,Virginia,XL,Silver,Fall,1,4.2,Yes,Free Shipping,Yes,Yes,6,Debit Card,Quarterly
766,54,Male,48726,Sneakers,Footwear,99,Alaska,M,Pink,Summer,6,3,Yes,Store Pickup,Yes,Yes,13,Cash,Quarterly
767,57,Male,74985,Gloves,Accessories,48,Nevada,M,Cyan,Winter,2,3.6,Yes,Next Day Air,Yes,Yes,13,PayPal,Monthly
768,27,Male,67430,Coat,Outerwear,77,Pennsylvania,M,Brown,Fall,6,2.5,Yes,Next Day Air,Yes,Yes,11,Cash,Annually
769,64,Male,46891,Backpack,Accessories,95,Illinois,XL,Red,Spring,4,2.6,Yes,Express,Yes,Yes,45,Venmo,Weekly
770,52,Male,62058,Socks,Clothing,100,Delaware,M,Silver,Spring,6,4.3,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly
771,19,Male,72063,Sneakers,Footwear,54,Vermont,M,Gray,Spring,2,3.3,Yes,Express,Yes,Yes,8,Credit Card,Annually
772,22,Male,78939,Sweater,Clothing,68,Hawaii,L,Cyan,Fall,3,2.6,Yes,Next Day Air,Yes,Yes,34,Bank Transfer,Fortnightly
773,18,Male,42720,Jeans,Clothing,22,Illinois,L,Teal,Fall,8,3.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Bi-Weekly
774,29,Male,33622,Hat,Accessories,84,California,L,Indigo,Winter,7,2.6,Yes,Express,Yes,Yes,14,Debit Card,Bi-Weekly
775,42,Male,6835,Hat,Accessories,46,Nevada,M,Yellow,Summer,20,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Quarterly
776,49,Male,41452,Handbag,Accessories,53,Kentucky,S,Gold,Winter,7,3,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly
777,49,Male,40760,Shirt,Clothing,60,Alabama,M,Maroon,Spring,6,5,Yes,Standard,Yes,Yes,8,Venmo,Every 3 Months
778,55,Male,74250,Socks,Clothing,32,Wyoming,XL,Silver,Spring,1,2.5,Yes,Express,Yes,Yes,37,Venmo,Weekly
779,29,Male,51124,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,3,2.9,Yes,Store Pickup,Yes,Yes,23,Debit Card,Annually
780,60,Male,72258,Dress,Clothing,94,Utah,M,Blue,Spring,2,4.6,Yes,Express,Yes,Yes,38,Cash,Annually
781,34,Male,71466,Shoes,Footwear,26,New York,M,Turquoise,Spring,1,3.6,Yes,Free Shipping,Yes,Yes,38,Cash,Quarterly
782,30,Male,36283,Scarf,Accessories,44,Vermont,L,Indigo,Winter,4,3,Yes,Store Pickup,Yes,Yes,12,Credit Card,Fortnightly
783,28,Male,20587,Hoodie,Clothing,57,Hawaii,M,Green,Summer,7,4.5,Yes,Standard,Yes,Yes,15,Cash,Weekly
784,63,Male,30467,T-shirt,Clothing,65,Louisiana,L,Purple,Winter,7,4.5,Yes,Next Day Air,Yes,Yes,38,PayPal,Fortnightly
785,31,Male,31590,Jeans,Clothing,72,Alabama,M,Peach,Winter,8,3.2,Yes,Store Pickup,Yes,Yes,41,Bank Transfer,Every 3 Months
786,46,Male,20425,Shorts,Clothing,62,Louisiana,S,Purple,Spring,7,4,Yes,Next Day Air,Yes,Yes,37,PayPal,Fortnightly
787,70,Male,17144,Hat,Accessories,21,Indiana,S,Teal,Winter,7,4.8,Yes,Express,Yes,Yes,16,Bank Transfer,Every 3 Months
788,53,Male,42564,Handbag,Accessories,85,Michigan,S,Green,Spring,7,3.7,Yes,Free Shipping,Yes,Yes,25,Venmo,Weekly
789,50,Male,43783,Pants,Clothing,51,Rhode Island,XL,Yellow,Summer,7,3.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly
790,33,Male,40780,Handbag,Accessories,84,Idaho,S,Purple,Fall,9,2.7,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly
791,22,Male,62847,Sweater,Clothing,37,Louisiana,M,Indigo,Summer,2,4.9,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly
792,50,Male,82017,Scarf,Accessories,44,North Carolina,S,Magenta,Summer,2,3.1,Yes,2-Day Shipping,Yes,Yes,35,PayPal,Fortnightly
793,34,Male,16813,Sneakers,Footwear,45,New Jersey,M,Violet,Spring,7,4.2,Yes,Next Day Air,Yes,Yes,45,Venmo,Weekly
794,24,Male,51267,Pants,Clothing,35,Alabama,L,Maroon,Summer,4,3.8,Yes,Free Shipping,Yes,Yes,16,Credit Card,Monthly
795,69,Male,46524,Backpack,Accessories,50,Kentucky,XL,Yellow,Winter,3,4.2,Yes,Store Pickup,Yes,Yes,10,Debit Card,Fortnightly
796,39,Male,45183,Sandals,Footwear,26,New York,M,Beige,Summer,7,4.6,Yes,Store Pickup,Yes,Yes,34,Venmo,Annually
797,42,Male,70421,Socks,Clothing,78,Arizona,XL,Black,Fall,6,4,Yes,2-Day Shipping,Yes,Yes,43,Credit Card,Annually
798,42,Male,60161,Coat,Outerwear,82,Maryland,M,Violet,Fall,8,4,Yes,2-Day Shipping,Yes,Yes,38,Debit Card,Weekly
799,29,Male,73926,Socks,Clothing,39,Alaska,M,Violet,Spring,3,3.8,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Every 3 Months
800,55,Male,19329,Belt,Accessories,55,Nevada,L,Brown,Summer,8,3.3,Yes,Free Shipping,Yes,Yes,31,PayPal,Annually
801,32,Male,61872,Socks,Clothing,20,Utah,S,Gold,Summer,4,2.6,Yes,Free Shipping,Yes,Yes,20,Cash,Every 3 Months
802,25,Male,46984,Belt,Accessories,29,New Mexico,L,Blue,Fall,5,4.9,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly
803,38,Male,34838,Pants,Clothing,41,Delaware,M,Teal,Winter,6,3.5,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Weekly
804,32,Male,82716,Shorts,Clothing,38,Connecticut,L,Silver,Winter,2,2.8,Yes,Express,Yes,Yes,30,Venmo,Every 3 Months
805,43,Male,48192,Boots,Footwear,47,Mississippi,M,Maroon,Summer,8,2.6,Yes,Store Pickup,Yes,Yes,28,Venmo,Quarterly
806,41,Male,49681,Dress,Clothing,30,Connecticut,L,White,Summer,7,3.7,Yes,Next Day Air,Yes,Yes,40,Debit Card,Monthly
807,56,Male,56850,Jeans,Clothing,56,Florida,L,Charcoal,Summer,2,2.7,Yes,Standard,Yes,Yes,46,PayPal,Quarterly
808,27,Male,55267,T-shirt,Clothing,89,New York,S,Brown,Winter,3,3.3,Yes,Express,Yes,Yes,15,Credit Card,Weekly
809,46,Male,59666,Shoes,Footwear,96,Wisconsin,L,Lavender,Fall,8,4.6,Yes,Next Day Air,Yes,Yes,38,Cash,Every 3 Months
810,48,Male,72504,Boots,Footwear,81,South Carolina,M,Violet,Fall,2,4.9,Yes,Next Day Air,Yes,Yes,30,PayPal,Bi-Weekly
811,52,Male,26872,Scarf,Accessories,83,South Dakota,S,Lavender,Fall,6,4.9,Yes,Store Pickup,Yes,Yes,32,Debit Card,Bi-Weekly
812,18,Male,21359,Sneakers,Footwear,35,Illinois,M,Green,Winter,8,2.7,Yes,Free Shipping,Yes,Yes,36,Venmo,Quarterly
813,64,Male,73170,Boots,Footwear,56,Alaska,M,Olive,Summer,2,3.2,Yes,Standard,Yes,Yes,32,Credit Card,Weekly
814,54,Male,52750,Handbag,Accessories,45,Montana,S,Olive,Summer,4,2.9,Yes,Store Pickup,Yes,Yes,14,Debit Card,Annually
815,31,Male,91820,Shirt,Clothing,62,Minnesota,M,Pink,Winter,1,3.8,Yes,Express,Yes,Yes,8,PayPal,Monthly
816,30,Male,65968,Hat,Accessories,84,West Virginia,L,Teal,Spring,3,3,Yes,Next Day Air,Yes,Yes,27,Venmo,Bi-Weekly
817,26,Male,30772,Sweater,Clothing,24,Illinois,L,Cyan,Summer,6,3.9,Yes,Store Pickup,Yes,Yes,24,Debit Card,Monthly
818,25,Male,22507,Handbag,Accessories,21,Nevada,S,Gray,Spring,9,4.7,Yes,Store Pickup,Yes,Yes,30,PayPal,Fortnightly
819,59,Male,65685,Shirt,Clothing,91,Idaho,M,Peach,Winter,5,4.9,Yes,Store Pickup,Yes,Yes,34,Debit Card,Monthly
820,55,Male,25804,Sunglasses,Accessories,36,Colorado,S,Teal,Winter,8,4.8,Yes,Next Day Air,Yes,Yes,28,Debit Card,Quarterly
821,56,Male,76412,Sneakers,Footwear,39,Louisiana,M,Turquoise,Spring,3,2.5,Yes,2-Day Shipping,Yes,Yes,27,Debit Card,Monthly
822,62,Male,22063,Hoodie,Clothing,39,Vermont,M,Green,Spring,7,3.9,Yes,Standard,Yes,Yes,31,Credit Card,Bi-Weekly
823,35,Male,57091,Shirt,Clothing,59,Mississippi,L,Magenta,Winter,5,3.4,Yes,Standard,Yes,Yes,23,Bank Transfer,Annually
824,51,Male,22419,Sunglasses,Accessories,27,Georgia,M,Green,Winter,8,2.5,Yes,Free Shipping,Yes,Yes,11,Credit Card,Quarterly
825,61,Male,87771,Blouse,Clothing,94,Georgia,M,White,Spring,6,3,Yes,Store Pickup,Yes,Yes,48,Cash,Quarterly
826,27,Male,78353,Belt,Accessories,94,Nebraska,XL,Brown,Fall,8,3.6,Yes,Next Day Air,Yes,Yes,17,Cash,Monthly
827,54,Male,93404,Dress,Clothing,94,Massachusetts,M,Purple,Winter,5,3.6,Yes,Standard,Yes,Yes,36,PayPal,Weekly
828,31,Male,37859,Shoes,Footwear,51,Colorado,S,Green,Fall,8,4.1,Yes,Free Shipping,Yes,Yes,33,Bank Transfer,Fortnightly
829,24,Male,80995,Socks,Clothing,62,Nevada,M,Peach,Fall,4,3.7,Yes,2-Day Shipping,Yes,Yes,27,PayPal,Bi-Weekly
830,42,Male,16529,Socks,Clothing,57,Idaho,S,Silver,Spring,6,3.1,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Fortnightly
831,41,Male,55412,Shorts,Clothing,76,Wyoming,M,Maroon,Fall,5,4.2,Yes,Express,Yes,Yes,5,Credit Card,Annually
832,66,Male,48789,Gloves,Accessories,63,Washington,M,Red,Summer,6,4.3,Yes,Express,Yes,Yes,47,Cash,Every 3 Months
833,58,Male,56575,Jacket,Outerwear,80,California,L,Blue,Fall,5,2.5,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly
834,43,Male,25130,Handbag,Accessories,68,Oklahoma,M,Purple,Fall,7,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Annually
835,52,Male,35441,Backpack,Accessories,89,Nevada,M,Indigo,Summer,8,3.1,Yes,Free Shipping,Yes,Yes,18,Credit Card,Weekly
836,35,Male,71391,Boots,Footwear,26,Maryland,L,Indigo,Summer,3,2.5,Yes,Next Day Air,Yes,Yes,21,Debit Card,Weekly
837,23,Male,49494,Gloves,Accessories,90,West Virginia,L,Violet,Winter,7,3.9,Yes,Store Pickup,Yes,Yes,22,Cash,Bi-Weekly
838,25,Male,81702,Hoodie,Clothing,28,Illinois,L,Brown,Spring,3,4.9,Yes,Express,Yes,Yes,33,Cash,Every 3 Months
839,33,Male,45889,Coat,Outerwear,29,Kentucky,M,Gray,Spring,6,4.3,Yes,Express,Yes,Yes,49,Credit Card,Annually
840,48,Male,56628,Shirt,Clothing,31,Illinois,L,Teal,Spring,5,2.6,Yes,Free Shipping,Yes,Yes,10,Debit Card,Every 3 Months
841,42,Male,34026,Shirt,Clothing,24,Alabama,L,Teal,Summer,5,4.2,Yes,2-Day Shipping,Yes,Yes,18,PayPal,Weekly
842,55,Male,40049,Sweater,Clothing,88,Texas,M,Beige,Summer,5,2.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Fortnightly
843,59,Male,34176,Shirt,Clothing,87,Missouri,M,Violet,Spring,6,3.6,Yes,Express,Yes,Yes,25,PayPal,Weekly
844,65,Male,19419,Hoodie,Clothing,80,Pennsylvania,S,Beige,Summer,9,3.2,Yes,Express,Yes,Yes,6,PayPal,Weekly
845,59,Male,82504,Sandals,Footwear,48,Missouri,L,Purple,Winter,1,4.4,Yes,Express,Yes,Yes,44,Venmo,Bi-Weekly
846,31,Male,81205,Belt,Accessories,21,Michigan,XL,Charcoal,Winter,2,3.7,Yes,Standard,Yes,Yes,30,Venmo,Monthly
847,49,Male,61618,Boots,Footwear,72,Kentucky,M,Pink,Spring,3,3.7,Yes,Express,Yes,Yes,42,Debit Card,Quarterly
848,53,Male,55284,Hoodie,Clothing,44,New Jersey,L,Blue,Fall,5,4.1,Yes,Standard,Yes,Yes,30,PayPal,Monthly
849,48,Male,49980,Sandals,Footwear,73,Delaware,M,Lavender,Fall,5,3.6,Yes,Store Pickup,Yes,Yes,33,Credit Card,Bi-Weekly
850,23,Male,15072,Jeans,Clothing,61,Missouri,S,Charcoal,Spring,5,4.3,Yes,Express,Yes,Yes,24,PayPal,Quarterly
851,68,Male,49166,Shoes,Footwear,20,Connecticut,L,Turquoise,Winter,6,2.6,Yes,Store Pickup,Yes,Yes,13,Venmo,Monthly
852,35,Male,65324,Sandals,Footwear,86,Massachusetts,M,Red,Summer,4,2.9,Yes,Express,Yes,Yes,19,Debit Card,Monthly
853,34,Male,82347,Dress,Clothing,60,Florida,L,Yellow,Spring,3,4.2,Yes,Next Day Air,Yes,Yes,23,Debit Card,Every 3 Months
854,62,Male,30843,Hat,Accessories,43,Delaware,L,Orange,Winter,5,4,Yes,Free Shipping,Yes,Yes,35,Cash,Monthly
855,21,Male,46374,Pants,Clothing,44,California,L,Blue,Spring,8,4.3,Yes,Free Shipping,Yes,Yes,22,Venmo,Monthly
856,70,Male,60474,Socks,Clothing,76,Oregon,L,Gold,Spring,7,3,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Quarterly
857,55,Male,38576,Shirt,Clothing,33,Alaska,M,Gold,Summer,7,3.5,Yes,Express,Yes,Yes,47,Debit Card,Fortnightly
858,43,Male,55357,Shorts,Clothing,60,Missouri,L,Cyan,Fall,5,3,Yes,Standard,Yes,Yes,50,Debit Card,Every 3 Months
859,19,Male,37758,Jacket,Outerwear,26,Oklahoma,L,Olive,Fall,8,3.1,Yes,Free Shipping,Yes,Yes,33,PayPal,Weekly
860,47,Male,85710,Hoodie,Clothing,73,Wisconsin,M,Teal,Winter,2,4,Yes,Next Day Air,Yes,Yes,7,Debit Card,Monthly
861,26,Male,23228,Shoes,Footwear,87,South Carolina,M,Maroon,Spring,8,4.1,Yes,Standard,Yes,Yes,3,Cash,Monthly
862,46,Male,44602,Skirt,Clothing,100,Virginia,XL,Green,Spring,8,3.3,Yes,2-Day Shipping,Yes,Yes,35,Credit Card,Every 3 Months
863,19,Male,7500,Coat,Outerwear,84,Arkansas,M,Charcoal,Winter,6,4.9,Yes,Standard,Yes,Yes,13,PayPal,Fortnightly
864,49,Male,38683,Sneakers,Footwear,41,Vermont,M,Cyan,Summer,7,3.9,Yes,Standard,Yes,Yes,42,PayPal,Fortnightly
865,51,Male,49514,Jeans,Clothing,59,Kentucky,S,Charcoal,Winter,7,3.9,Yes,Next Day Air,Yes,Yes,5,PayPal,Annually
866,64,Male,57906,Blouse,Clothing,26,Colorado,L,Charcoal,Winter,4,4.8,Yes,Store Pickup,Yes,Yes,23,Venmo,Annually
867,67,Male,43456,Sunglasses,Accessories,69,New Mexico,M,Lavender,Summer,5,2.7,Yes,Free Shipping,Yes,Yes,11,PayPal,Bi-Weekly
868,37,Male,19485,Jacket,Outerwear,20,Colorado,M,Turquoise,Spring,7,3.1,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Fortnightly
869,40,Male,53172,Dress,Clothing,83,North Carolina,M,Green,Summer,3,3.2,Yes,Next Day Air,Yes,Yes,2,Credit Card,Every 3 Months
870,38,Male,30545,Hat,Accessories,54,New Hampshire,M,Silver,Spring,7,2.7,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Weekly
871,66,Male,70123,Hoodie,Clothing,66,West Virginia,M,Blue,Fall,3,2.5,Yes,Standard,Yes,Yes,6,Bank Transfer,Bi-Weekly
872,47,Male,62450,Handbag,Accessories,42,Hawaii,M,Charcoal,Spring,3,2.6,Yes,Next Day Air,Yes,Yes,45,Debit Card,Quarterly
873,56,Male,21675,Jeans,Clothing,33,North Dakota,M,Pink,Spring,7,2.9,Yes,Standard,Yes,Yes,25,Cash,Quarterly
874,51,Male,42395,Boots,Footwear,77,Mississippi,M,Pink,Summer,7,4.2,Yes,Free Shipping,Yes,Yes,24,Venmo,Quarterly
875,25,Male,61346,Jacket,Outerwear,65,Maine,M,Magenta,Fall,3,4.4,Yes,Free Shipping,Yes,Yes,10,Venmo,Every 3 Months
876,37,Male,80812,Sandals,Footwear,39,North Dakota,L,Gray,Summer,2,4.1,Yes,Free Shipping,Yes,Yes,7,Bank Transfer,Every 3 Months
877,41,Male,42835,Belt,Accessories,51,Nebraska,L,Gray,Summer,6,3.8,Yes,2-Day Shipping,Yes,Yes,1,Debit Card,Weekly
878,64,Male,39922,Handbag,Accessories,65,Nebraska,M,Orange,Winter,8,4.9,Yes,Next Day Air,Yes,Yes,45,Venmo,Every 3 Months
879,23,Male,86424,Sunglasses,Accessories,89,Tennessee,S,Black,Summer,1,4.9,Yes,Express,Yes,Yes,37,Debit Card,Weekly
880,62,Male,17117,Skirt,Clothing,76,Wyoming,S,Lavender,Spring,9,4.1,Yes,Free Shipping,Yes,Yes,14,PayPal,Quarterly
881,39,Male,24762,Backpack,Accessories,75,Nevada,L,Red,Spring,8,3.1,Yes,Express,Yes,Yes,25,Debit Card,Monthly
882,52,Male,35797,Sandals,Footwear,61,South Carolina,M,Silver,Summer,8,2.7,Yes,Next Day Air,Yes,Yes,18,Venmo,Annually
883,50,Male,36627,Boots,Footwear,35,Virginia,M,Cyan,Fall,5,3.8,Yes,Next Day Air,Yes,Yes,37,Cash,Every 3 Months
884,28,Male,51111,Sneakers,Footwear,37,Pennsylvania,S,Gold,Fall,6,4.3,Yes,Free Shipping,Yes,Yes,30,Bank Transfer,Monthly
885,67,Male,86857,Skirt,Clothing,91,Hawaii,L,Yellow,Winter,2,4.1,Yes,Express,Yes,Yes,34,Bank Transfer,Weekly
886,41,Male,82072,Dress,Clothing,99,Ohio,L,Purple,Fall,1,4.4,Yes,Free Shipping,Yes,Yes,49,Debit Card,Every 3 Months
887,19,Male,46231,Shorts,Clothing,54,Utah,S,Brown,Summer,9,3.6,Yes,Express,Yes,Yes,48,Bank Transfer,Monthly
888,70,Male,42243,Handbag,Accessories,47,Minnesota,L,Turquoise,Winter,7,3.3,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Fortnightly
889,49,Male,51195,Scarf,Accessories,77,New Hampshire,S,Gold,Spring,8,3.6,Yes,Express,Yes,Yes,44,Cash,Annually
890,59,Male,68092,Belt,Accessories,84,Arizona,S,Olive,Fall,5,2.8,Yes,Free Shipping,Yes,Yes,50,Venmo,Weekly
891,52,Male,31814,Gloves,Accessories,51,New York,S,Purple,Spring,9,4.3,Yes,2-Day Shipping,Yes,Yes,47,Credit Card,Monthly
892,20,Male,51390,Skirt,Clothing,26,Pennsylvania,S,Lavender,Summer,5,3.9,Yes,Store Pickup,Yes,Yes,24,PayPal,Every 3 Months
893,31,Male,76630,Shorts,Clothing,64,New Mexico,L,Gray,Summer,1,2.7,Yes,Free Shipping,Yes,Yes,43,Debit Card,Monthly
894,33,Male,26868,Backpack,Accessories,51,Nebraska,M,Red,Spring,7,4.7,Yes,Express,Yes,Yes,14,Venmo,Monthly
895,44,Male,48948,Hoodie,Clothing,60,Wyoming,L,Purple,Spring,6,3.8,Yes,Free Shipping,Yes,Yes,3,Debit Card,Quarterly
896,40,Male,55260,Hat,Accessories,69,Mississippi,XL,Olive,Spring,6,4.7,Yes,Next Day Air,Yes,Yes,33,Debit Card,Quarterly
897,69,Male,64090,Jewelry,Accessories,29,Arkansas,M,Lavender,Spring,5,4.7,Yes,Express,Yes,Yes,38,Cash,Fortnightly
898,29,Male,78331,Shirt,Clothing,91,Illinois,M,Gray,Spring,4,3.4,Yes,Express,Yes,Yes,46,Venmo,Weekly
899,54,Male,37087,Belt,Accessories,70,Nevada,L,Red,Spring,6,3.5,Yes,2-Day Shipping,Yes,Yes,19,Bank Transfer,Every 3 Months
900,65,Male,21846,Sweater,Clothing,58,Rhode Island,M,Peach,Summer,8,4,Yes,Standard,Yes,Yes,20,PayPal,Annually
901,54,Male,81320,Hat,Accessories,98,West Virginia,L,Gray,Fall,2,3.3,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Quarterly
902,60,Male,54137,Scarf,Accessories,68,Missouri,L,Violet,Summer,6,4.7,Yes,2-Day Shipping,Yes,Yes,34,Cash,Monthly
903,43,Male,66825,Hat,Accessories,44,Kentucky,M,Beige,Summer,2,2.8,Yes,Next Day Air,Yes,Yes,5,Cash,Monthly
904,44,Male,57100,Jacket,Outerwear,45,Washington,M,Blue,Winter,3,3.3,Yes,Express,Yes,Yes,3,PayPal,Quarterly
905,69,Male,58917,T-shirt,Clothing,99,Alaska,L,Magenta,Spring,5,2.9,Yes,Free Shipping,Yes,Yes,46,PayPal,Every 3 Months
906,46,Male,85072,Dress,Clothing,68,Mississippi,S,Cyan,Spring,0,2.8,Yes,Standard,Yes,Yes,16,Venmo,Annually
907,41,Male,86429,Pants,Clothing,56,South Carolina,M,Red,Spring,2,4.2,Yes,Standard,Yes,Yes,21,Debit Card,Bi-Weekly
908,32,Male,45684,Sweater,Clothing,43,Missouri,L,Cyan,Winter,7,4.4,Yes,Express,Yes,Yes,34,Credit Card,Bi-Weekly
909,26,Male,47889,Sunglasses,Accessories,99,New Jersey,M,Turquoise,Winter,5,3.6,Yes,Free Shipping,Yes,Yes,9,PayPal,Every 3 Months
910,61,Male,45921,Belt,Accessories,56,Louisiana,L,Silver,Fall,4,2.7,Yes,Express,Yes,Yes,36,PayPal,Weekly
911,49,Male,78420,Hoodie,Clothing,25,South Carolina,S,Pink,Spring,1,3.4,Yes,Express,Yes,Yes,22,Credit Card,Monthly
912,53,Male,75114,Pants,Clothing,74,Vermont,M,Black,Winter,2,2.8,Yes,2-Day Shipping,Yes,Yes,2,Bank Transfer,Quarterly
913,24,Male,52278,Hoodie,Clothing,56,Arkansas,M,Green,Winter,8,3.4,Yes,Next Day Air,Yes,Yes,32,Bank Transfer,Monthly
914,37,Male,35641,Sneakers,Footwear,47,Utah,M,Yellow,Fall,7,2.6,Yes,Next Day Air,Yes,Yes,29,Cash,Every 3 Months
915,43,Male,95529,Dress,Clothing,67,Washington,L,Purple,Summer,3,4.1,Yes,Standard,Yes,Yes,27,Venmo,Every 3 Months
916,31,Male,62820,Dress,Clothing,22,Rhode Island,L,Purple,Winter,1,2.9,Yes,Store Pickup,Yes,Yes,33,Credit Card,Fortnightly
917,49,Male,73113,Jeans,Clothing,34,Illinois,S,Blue,Spring,2,2.7,Yes,Standard,Yes,Yes,16,Venmo,Monthly
918,69,Male,84169,Sweater,Clothing,64,Missouri,M,Maroon,Spring,3,3.7,Yes,Standard,Yes,Yes,11,Bank Transfer,Quarterly
919,65,Male,42607,Shorts,Clothing,42,North Carolina,M,Orange,Spring,3,4.3,Yes,2-Day Shipping,Yes,Yes,11,Cash,Fortnightly
920,41,Male,74637,Shirt,Clothing,82,Massachusetts,L,Green,Winter,3,2.6,Yes,2-Day Shipping,Yes,Yes,17,Debit Card,Bi-Weekly
921,37,Male,46015,Belt,Accessories,81,Arkansas,XL,Gold,Summer,7,4.3,Yes,Free Shipping,Yes,Yes,37,Cash,Weekly
922,70,Male,72354,Coat,Outerwear,24,South Dakota,L,Silver,Summer,1,4.1,Yes,Express,Yes,Yes,18,PayPal,Weekly
923,63,Male,39858,Sneakers,Footwear,60,Georgia,M,Cyan,Fall,6,4.2,Yes,Standard,Yes,Yes,13,Credit Card,Monthly
924,55,Male,34469,Shirt,Clothing,24,Arkansas,M,Silver,Spring,4,4.2,Yes,2-Day Shipping,Yes,Yes,7,PayPal,Weekly
925,52,Male,83033,Socks,Clothing,78,Kansas,XL,Beige,Winter,5,3.1,Yes,Standard,Yes,Yes,37,Cash,Quarterly
926,22,Male,24401,Jeans,Clothing,88,Arizona,L,Teal,Winter,8,4.9,Yes,Express,Yes,Yes,8,Cash,Monthly
927,54,Male,77583,Jeans,Clothing,63,Massachusetts,XL,Green,Spring,2,4.4,Yes,Express,Yes,Yes,11,Cash,Bi-Weekly
928,28,Male,74116,Sneakers,Footwear,78,New Mexico,L,Black,Summer,2,4.4,Yes,Standard,Yes,Yes,8,Venmo,Bi-Weekly
929,67,Male,74293,Dress,Clothing,37,Arkansas,XL,Yellow,Winter,2,3.4,Yes,Store Pickup,Yes,Yes,31,Cash,Every 3 Months
930,59,Male,68397,Boots,Footwear,94,Nebraska,M,White,Fall,3,4.5,Yes,2-Day Shipping,Yes,Yes,26,Debit Card,Fortnightly
931,26,Male,79632,T-shirt,Clothing,78,Hawaii,L,Green,Fall,2,4.5,Yes,Store Pickup,Yes,Yes,20,Credit Card,Bi-Weekly
932,24,Male,46107,Coat,Outerwear,36,Nebraska,M,Silver,Winter,3,4.1,Yes,Standard,Yes,Yes,24,Bank Transfer,Fortnightly
933,62,Male,64950,Skirt,Clothing,24,Indiana,L,Blue,Winter,7,3.2,Yes,Standard,Yes,Yes,45,Debit Card,Bi-Weekly
934,70,Male,25443,Sneakers,Footwear,84,Colorado,M,Magenta,Spring,8,2.7,Yes,Store Pickup,Yes,Yes,33,Debit Card,Monthly
935,45,Male,75127,Jeans,Clothing,47,Oregon,S,Yellow,Spring,1,3.7,Yes,Express,Yes,Yes,21,Bank Transfer,Monthly
936,58,Male,32892,Hoodie,Clothing,51,Ohio,L,White,Fall,8,2.6,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Fortnightly
937,31,Male,71796,Shoes,Footwear,84,Maine,M,Pink,Summer,4,2.7,Yes,Free Shipping,Yes,Yes,28,Cash,Weekly
938,32,Male,67536,Shorts,Clothing,24,Iowa,M,Magenta,Summer,8,2.7,Yes,Express,Yes,Yes,18,Venmo,Quarterly
939,36,Male,55239,Blouse,Clothing,97,Wisconsin,S,Teal,Fall,5,4.8,Yes,Free Shipping,Yes,Yes,21,Debit Card,Fortnightly
940,25,Male,60554,T-shirt,Clothing,89,New York,L,Indigo,Winter,6,4.8,Yes,Next Day Air,Yes,Yes,24,Credit Card,Monthly
941,48,Male,64831,Belt,Accessories,44,Colorado,S,Maroon,Spring,6,2.6,Yes,Store Pickup,Yes,Yes,15,PayPal,Every 3 Months
942,39,Male,56067,Handbag,Accessories,35,Illinois,L,Black,Winter,5,4.5,Yes,2-Day Shipping,Yes,Yes,38,PayPal,Every 3 Months
943,26,Male,82025,Dress,Clothing,91,Arizona,M,Cyan,Winter,1,3.2,Yes,Express,Yes,Yes,38,PayPal,Bi-Weekly
944,32,Male,94384,Hat,Accessories,63,Oklahoma,L,Cyan,Winter,2,3.8,Yes,Next Day Air,Yes,Yes,13,Venmo,Fortnightly
945,54,Male,14906,Belt,Accessories,97,Indiana,S,Gray,Spring,7,4.8,Yes,Express,Yes,Yes,39,Cash,Bi-Weekly
946,38,Male,51563,Boots,Footwear,38,Minnesota,M,Violet,Summer,8,4.1,Yes,Store Pickup,Yes,Yes,8,Venmo,Every 3 Months
947,46,Male,57937,Coat,Outerwear,24,Pennsylvania,XL,Blue,Spring,3,2.8,Yes,Next Day Air,Yes,Yes,4,PayPal,Quarterly
